date_sk,full_date,year,quarter,month_num,month_name,month_short,year_month,year_month_sort,week_num,day_num,day_name,is_weekend
20121010,2012-10-10,2012,4,10,October,Oct,2012-10,201210,41,10,Wednesday,False
20121011,2012-10-11,2012,4,10,October,Oct,2012-10,201210,41,11,Thursday,False
20121012,2012-10-12,2012,4,10,October,Oct,2012-10,201210,41,12,Friday,False
20121013,2012-10-13,2012,4,10,October,Oct,2012-10,201210,41,13,Saturday,True
20121014,2012-10-14,2012,4,10,October,Oct,2012-10,201210,41,14,Sunday,True
20121015,2012-10-15,2012,4,10,October,Oct,2012-10,201210,42,15,Monday,False
20121016,2012-10-16,2012,4,10,October,Oct,2012-10,201210,42,16,Tuesday,False
20121017,2012-10-17,2012,4,10,October,Oct,2012-10,201210,42,17,Wednesday,False
20121018,2012-10-18,2012,4,10,October,Oct,2012-10,201210,42,18,Thursday,False
20121019,2012-10-19,2012,4,10,October,Oct,2012-10,201210,42,19,Friday,False
20121020,2012-10-20,2012,4,10,October,Oct,2012-10,201210,42,20,Saturday,True
20121021,2012-10-21,2012,4,10,October,Oct,2012-10,201210,42,21,Sunday,True
20121022,2012-10-22,2012,4,10,October,Oct,2012-10,201210,43,22,Monday,False
20121023,2012-10-23,2012,4,10,October,Oct,2012-10,201210,43,23,Tuesday,False
20121024,2012-10-24,2012,4,10,October,Oct,2012-10,201210,43,24,Wednesday,False
20121025,2012-10-25,2012,4,10,October,Oct,2012-10,201210,43,25,Thursday,False
20121026,2012-10-26,2012,4,10,October,Oct,2012-10,201210,43,26,Friday,False
20121027,2012-10-27,2012,4,10,October,Oct,2012-10,201210,43,27,Saturday,True
20121028,2012-10-28,2012,4,10,October,Oct,2012-10,201210,43,28,Sunday,True
20121029,2012-10-29,2012,4,10,October,Oct,2012-10,201210,44,29,Monday,False
20121030,2012-10-30,2012,4,10,October,Oct,2012-10,201210,44,30,Tuesday,False
20121031,2012-10-31,2012,4,10,October,Oct,2012-10,201210,44,31,Wednesday,False
20121101,2012-11-01,2012,4,11,November,Nov,2012-11,201211,44,1,Thursday,False
20121102,2012-11-02,2012,4,11,November,Nov,2012-11,201211,44,2,Friday,False
20121103,2012-11-03,2012,4,11,November,Nov,2012-11,201211,44,3,Saturday,True
20121104,2012-11-04,2012,4,11,November,Nov,2012-11,201211,44,4,Sunday,True
20121105,2012-11-05,2012,4,11,November,Nov,2012-11,201211,45,5,Monday,False
20121106,2012-11-06,2012,4,11,November,Nov,2012-11,201211,45,6,Tuesday,False
20121107,2012-11-07,2012,4,11,November,Nov,2012-11,201211,45,7,Wednesday,False
20121108,2012-11-08,2012,4,11,November,Nov,2012-11,201211,45,8,Thursday,False
20121109,2012-11-09,2012,4,11,November,Nov,2012-11,201211,45,9,Friday,False
20121110,2012-11-10,2012,4,11,November,Nov,2012-11,201211,45,10,Saturday,True
20121111,2012-11-11,2012,4,11,November,Nov,2012-11,201211,45,11,Sunday,True
20121112,2012-11-12,2012,4,11,November,Nov,2012-11,201211,46,12,Monday,False
20121113,2012-11-13,2012,4,11,November,Nov,2012-11,201211,46,13,Tuesday,False
20121114,2012-11-14,2012,4,11,November,Nov,2012-11,201211,46,14,Wednesday,False
20121115,2012-11-15,2012,4,11,November,Nov,2012-11,201211,46,15,Thursday,False
20121116,2012-11-16,2012,4,11,November,Nov,2012-11,201211,46,16,Friday,False
20121117,2012-11-17,2012,4,11,November,Nov,2012-11,201211,46,17,Saturday,True
20121118,2012-11-18,2012,4,11,November,Nov,2012-11,201211,46,18,Sunday,True
20121119,2012-11-19,2012,4,11,November,Nov,2012-11,201211,47,19,Monday,False
20121120,2012-11-20,2012,4,11,November,Nov,2012-11,201211,47,20,Tuesday,False
20121121,2012-11-21,2012,4,11,November,Nov,2012-11,201211,47,21,Wednesday,False
20121122,2012-11-22,2012,4,11,November,Nov,2012-11,201211,47,22,Thursday,False
20121123,2012-11-23,2012,4,11,November,Nov,2012-11,201211,47,23,Friday,False
20121124,2012-11-24,2012,4,11,November,Nov,2012-11,201211,47,24,Saturday,True
20121125,2012-11-25,2012,4,11,November,Nov,2012-11,201211,47,25,Sunday,True
20121126,2012-11-26,2012,4,11,November,Nov,2012-11,201211,48,26,Monday,False
20121127,2012-11-27,2012,4,11,November,Nov,2012-11,201211,48,27,Tuesday,False
20121128,2012-11-28,2012,4,11,November,Nov,2012-11,201211,48,28,Wednesday,False
20121129,2012-11-29,2012,4,11,November,Nov,2012-11,201211,48,29,Thursday,False
20121130,2012-11-30,2012,4,11,November,Nov,2012-11,201211,48,30,Friday,False
20121201,2012-12-01,2012,4,12,December,Dec,2012-12,201212,48,1,Saturday,True
20121202,2012-12-02,2012,4,12,December,Dec,2012-12,201212,48,2,Sunday,True
20121203,2012-12-03,2012,4,12,December,Dec,2012-12,201212,49,3,Monday,False
20121204,2012-12-04,2012,4,12,December,Dec,2012-12,201212,49,4,Tuesday,False
20121205,2012-12-05,2012,4,12,December,Dec,2012-12,201212,49,5,Wednesday,False
20121206,2012-12-06,2012,4,12,December,Dec,2012-12,201212,49,6,Thursday,False
20121207,2012-12-07,2012,4,12,December,Dec,2012-12,201212,49,7,Friday,False
20121208,2012-12-08,2012,4,12,December,Dec,2012-12,201212,49,8,Saturday,True
20121209,2012-12-09,2012,4,12,December,Dec,2012-12,201212,49,9,Sunday,True
20121210,2012-12-10,2012,4,12,December,Dec,2012-12,201212,50,10,Monday,False
20121211,2012-12-11,2012,4,12,December,Dec,2012-12,201212,50,11,Tuesday,False
20121212,2012-12-12,2012,4,12,December,Dec,2012-12,201212,50,12,Wednesday,False
20121213,2012-12-13,2012,4,12,December,Dec,2012-12,201212,50,13,Thursday,False
20121214,2012-12-14,2012,4,12,December,Dec,2012-12,201212,50,14,Friday,False
20121215,2012-12-15,2012,4,12,December,Dec,2012-12,201212,50,15,Saturday,True
20121216,2012-12-16,2012,4,12,December,Dec,2012-12,201212,50,16,Sunday,True
20121217,2012-12-17,2012,4,12,December,Dec,2012-12,201212,51,17,Monday,False
20121218,2012-12-18,2012,4,12,December,Dec,2012-12,201212,51,18,Tuesday,False
20121219,2012-12-19,2012,4,12,December,Dec,2012-12,201212,51,19,Wednesday,False
20121220,2012-12-20,2012,4,12,December,Dec,2012-12,201212,51,20,Thursday,False
20121221,2012-12-21,2012,4,12,December,Dec,2012-12,201212,51,21,Friday,False
20121222,2012-12-22,2012,4,12,December,Dec,2012-12,201212,51,22,Saturday,True
20121223,2012-12-23,2012,4,12,December,Dec,2012-12,201212,51,23,Sunday,True
20121224,2012-12-24,2012,4,12,December,Dec,2012-12,201212,52,24,Monday,False
20121225,2012-12-25,2012,4,12,December,Dec,2012-12,201212,52,25,Tuesday,False
20121226,2012-12-26,2012,4,12,December,Dec,2012-12,201212,52,26,Wednesday,False
20121227,2012-12-27,2012,4,12,December,Dec,2012-12,201212,52,27,Thursday,False
20121228,2012-12-28,2012,4,12,December,Dec,2012-12,201212,52,28,Friday,False
20121229,2012-12-29,2012,4,12,December,Dec,2012-12,201212,52,29,Saturday,True
20121230,2012-12-30,2012,4,12,December,Dec,2012-12,201212,52,30,Sunday,True
20121231,2012-12-31,2012,4,12,December,Dec,2012-12,201212,1,31,Monday,False
20130101,2013-01-01,2013,1,1,January,Jan,2013-01,201301,1,1,Tuesday,False
20130102,2013-01-02,2013,1,1,January,Jan,2013-01,201301,1,2,Wednesday,False
20130103,2013-01-03,2013,1,1,January,Jan,2013-01,201301,1,3,Thursday,False
20130104,2013-01-04,2013,1,1,January,Jan,2013-01,201301,1,4,Friday,False
20130105,2013-01-05,2013,1,1,January,Jan,2013-01,201301,1,5,Saturday,True
20130106,2013-01-06,2013,1,1,January,Jan,2013-01,201301,1,6,Sunday,True
20130107,2013-01-07,2013,1,1,January,Jan,2013-01,201301,2,7,Monday,False
20130108,2013-01-08,2013,1,1,January,Jan,2013-01,201301,2,8,Tuesday,False
20130109,2013-01-09,2013,1,1,January,Jan,2013-01,201301,2,9,Wednesday,False
20130110,2013-01-10,2013,1,1,January,Jan,2013-01,201301,2,10,Thursday,False
20130111,2013-01-11,2013,1,1,January,Jan,2013-01,201301,2,11,Friday,False
20130112,2013-01-12,2013,1,1,January,Jan,2013-01,201301,2,12,Saturday,True
20130113,2013-01-13,2013,1,1,January,Jan,2013-01,201301,2,13,Sunday,True
20130114,2013-01-14,2013,1,1,January,Jan,2013-01,201301,3,14,Monday,False
20130115,2013-01-15,2013,1,1,January,Jan,2013-01,201301,3,15,Tuesday,False
20130116,2013-01-16,2013,1,1,January,Jan,2013-01,201301,3,16,Wednesday,False
20130117,2013-01-17,2013,1,1,January,Jan,2013-01,201301,3,17,Thursday,False
20130118,2013-01-18,2013,1,1,January,Jan,2013-01,201301,3,18,Friday,False
20130119,2013-01-19,2013,1,1,January,Jan,2013-01,201301,3,19,Saturday,True
20130120,2013-01-20,2013,1,1,January,Jan,2013-01,201301,3,20,Sunday,True
20130121,2013-01-21,2013,1,1,January,Jan,2013-01,201301,4,21,Monday,False
20130122,2013-01-22,2013,1,1,January,Jan,2013-01,201301,4,22,Tuesday,False
20130123,2013-01-23,2013,1,1,January,Jan,2013-01,201301,4,23,Wednesday,False
20130124,2013-01-24,2013,1,1,January,Jan,2013-01,201301,4,24,Thursday,False
20130125,2013-01-25,2013,1,1,January,Jan,2013-01,201301,4,25,Friday,False
20130126,2013-01-26,2013,1,1,January,Jan,2013-01,201301,4,26,Saturday,True
20130127,2013-01-27,2013,1,1,January,Jan,2013-01,201301,4,27,Sunday,True
20130128,2013-01-28,2013,1,1,January,Jan,2013-01,201301,5,28,Monday,False
20130129,2013-01-29,2013,1,1,January,Jan,2013-01,201301,5,29,Tuesday,False
20130130,2013-01-30,2013,1,1,January,Jan,2013-01,201301,5,30,Wednesday,False
20130131,2013-01-31,2013,1,1,January,Jan,2013-01,201301,5,31,Thursday,False
20130201,2013-02-01,2013,1,2,February,Feb,2013-02,201302,5,1,Friday,False
20130202,2013-02-02,2013,1,2,February,Feb,2013-02,201302,5,2,Saturday,True
20130203,2013-02-03,2013,1,2,February,Feb,2013-02,201302,5,3,Sunday,True
20130204,2013-02-04,2013,1,2,February,Feb,2013-02,201302,6,4,Monday,False
20130205,2013-02-05,2013,1,2,February,Feb,2013-02,201302,6,5,Tuesday,False
20130206,2013-02-06,2013,1,2,February,Feb,2013-02,201302,6,6,Wednesday,False
20130207,2013-02-07,2013,1,2,February,Feb,2013-02,201302,6,7,Thursday,False
20130208,2013-02-08,2013,1,2,February,Feb,2013-02,201302,6,8,Friday,False
20130209,2013-02-09,2013,1,2,February,Feb,2013-02,201302,6,9,Saturday,True
20130210,2013-02-10,2013,1,2,February,Feb,2013-02,201302,6,10,Sunday,True
20130211,2013-02-11,2013,1,2,February,Feb,2013-02,201302,7,11,Monday,False
20130212,2013-02-12,2013,1,2,February,Feb,2013-02,201302,7,12,Tuesday,False
20130213,2013-02-13,2013,1,2,February,Feb,2013-02,201302,7,13,Wednesday,False
20130214,2013-02-14,2013,1,2,February,Feb,2013-02,201302,7,14,Thursday,False
20130215,2013-02-15,2013,1,2,February,Feb,2013-02,201302,7,15,Friday,False
20130216,2013-02-16,2013,1,2,February,Feb,2013-02,201302,7,16,Saturday,True
20130217,2013-02-17,2013,1,2,February,Feb,2013-02,201302,7,17,Sunday,True
20130218,2013-02-18,2013,1,2,February,Feb,2013-02,201302,8,18,Monday,False
20130219,2013-02-19,2013,1,2,February,Feb,2013-02,201302,8,19,Tuesday,False
20130220,2013-02-20,2013,1,2,February,Feb,2013-02,201302,8,20,Wednesday,False
20130221,2013-02-21,2013,1,2,February,Feb,2013-02,201302,8,21,Thursday,False
20130222,2013-02-22,2013,1,2,February,Feb,2013-02,201302,8,22,Friday,False
20130223,2013-02-23,2013,1,2,February,Feb,2013-02,201302,8,23,Saturday,True
20130224,2013-02-24,2013,1,2,February,Feb,2013-02,201302,8,24,Sunday,True
20130225,2013-02-25,2013,1,2,February,Feb,2013-02,201302,9,25,Monday,False
20130226,2013-02-26,2013,1,2,February,Feb,2013-02,201302,9,26,Tuesday,False
20130227,2013-02-27,2013,1,2,February,Feb,2013-02,201302,9,27,Wednesday,False
20130228,2013-02-28,2013,1,2,February,Feb,2013-02,201302,9,28,Thursday,False
20130301,2013-03-01,2013,1,3,March,Mar,2013-03,201303,9,1,Friday,False
20130302,2013-03-02,2013,1,3,March,Mar,2013-03,201303,9,2,Saturday,True
20130303,2013-03-03,2013,1,3,March,Mar,2013-03,201303,9,3,Sunday,True
20130304,2013-03-04,2013,1,3,March,Mar,2013-03,201303,10,4,Monday,False
20130305,2013-03-05,2013,1,3,March,Mar,2013-03,201303,10,5,Tuesday,False
20130306,2013-03-06,2013,1,3,March,Mar,2013-03,201303,10,6,Wednesday,False
20130307,2013-03-07,2013,1,3,March,Mar,2013-03,201303,10,7,Thursday,False
20130308,2013-03-08,2013,1,3,March,Mar,2013-03,201303,10,8,Friday,False
20130309,2013-03-09,2013,1,3,March,Mar,2013-03,201303,10,9,Saturday,True
20130310,2013-03-10,2013,1,3,March,Mar,2013-03,201303,10,10,Sunday,True
20130311,2013-03-11,2013,1,3,March,Mar,2013-03,201303,11,11,Monday,False
20130312,2013-03-12,2013,1,3,March,Mar,2013-03,201303,11,12,Tuesday,False
20130313,2013-03-13,2013,1,3,March,Mar,2013-03,201303,11,13,Wednesday,False
20130314,2013-03-14,2013,1,3,March,Mar,2013-03,201303,11,14,Thursday,False
20130315,2013-03-15,2013,1,3,March,Mar,2013-03,201303,11,15,Friday,False
20130316,2013-03-16,2013,1,3,March,Mar,2013-03,201303,11,16,Saturday,True
20130317,2013-03-17,2013,1,3,March,Mar,2013-03,201303,11,17,Sunday,True
20130318,2013-03-18,2013,1,3,March,Mar,2013-03,201303,12,18,Monday,False
20130319,2013-03-19,2013,1,3,March,Mar,2013-03,201303,12,19,Tuesday,False
20130320,2013-03-20,2013,1,3,March,Mar,2013-03,201303,12,20,Wednesday,False
20130321,2013-03-21,2013,1,3,March,Mar,2013-03,201303,12,21,Thursday,False
20130322,2013-03-22,2013,1,3,March,Mar,2013-03,201303,12,22,Friday,False
20130323,2013-03-23,2013,1,3,March,Mar,2013-03,201303,12,23,Saturday,True
20130324,2013-03-24,2013,1,3,March,Mar,2013-03,201303,12,24,Sunday,True
20130325,2013-03-25,2013,1,3,March,Mar,2013-03,201303,13,25,Monday,False
20130326,2013-03-26,2013,1,3,March,Mar,2013-03,201303,13,26,Tuesday,False
20130327,2013-03-27,2013,1,3,March,Mar,2013-03,201303,13,27,Wednesday,False
20130328,2013-03-28,2013,1,3,March,Mar,2013-03,201303,13,28,Thursday,False
20130329,2013-03-29,2013,1,3,March,Mar,2013-03,201303,13,29,Friday,False
20130330,2013-03-30,2013,1,3,March,Mar,2013-03,201303,13,30,Saturday,True
20130331,2013-03-31,2013,1,3,March,Mar,2013-03,201303,13,31,Sunday,True
20130401,2013-04-01,2013,2,4,April,Apr,2013-04,201304,14,1,Monday,False
20130402,2013-04-02,2013,2,4,April,Apr,2013-04,201304,14,2,Tuesday,False
20130403,2013-04-03,2013,2,4,April,Apr,2013-04,201304,14,3,Wednesday,False
20130404,2013-04-04,2013,2,4,April,Apr,2013-04,201304,14,4,Thursday,False
20130405,2013-04-05,2013,2,4,April,Apr,2013-04,201304,14,5,Friday,False
20130406,2013-04-06,2013,2,4,April,Apr,2013-04,201304,14,6,Saturday,True
20130407,2013-04-07,2013,2,4,April,Apr,2013-04,201304,14,7,Sunday,True
20130408,2013-04-08,2013,2,4,April,Apr,2013-04,201304,15,8,Monday,False
20130409,2013-04-09,2013,2,4,April,Apr,2013-04,201304,15,9,Tuesday,False
20130410,2013-04-10,2013,2,4,April,Apr,2013-04,201304,15,10,Wednesday,False
20130411,2013-04-11,2013,2,4,April,Apr,2013-04,201304,15,11,Thursday,False
20130412,2013-04-12,2013,2,4,April,Apr,2013-04,201304,15,12,Friday,False
20130413,2013-04-13,2013,2,4,April,Apr,2013-04,201304,15,13,Saturday,True
20130414,2013-04-14,2013,2,4,April,Apr,2013-04,201304,15,14,Sunday,True
20130415,2013-04-15,2013,2,4,April,Apr,2013-04,201304,16,15,Monday,False
20130416,2013-04-16,2013,2,4,April,Apr,2013-04,201304,16,16,Tuesday,False
20130417,2013-04-17,2013,2,4,April,Apr,2013-04,201304,16,17,Wednesday,False
20130418,2013-04-18,2013,2,4,April,Apr,2013-04,201304,16,18,Thursday,False
20130419,2013-04-19,2013,2,4,April,Apr,2013-04,201304,16,19,Friday,False
20130420,2013-04-20,2013,2,4,April,Apr,2013-04,201304,16,20,Saturday,True
20130421,2013-04-21,2013,2,4,April,Apr,2013-04,201304,16,21,Sunday,True
20130422,2013-04-22,2013,2,4,April,Apr,2013-04,201304,17,22,Monday,False
20130423,2013-04-23,2013,2,4,April,Apr,2013-04,201304,17,23,Tuesday,False
20130424,2013-04-24,2013,2,4,April,Apr,2013-04,201304,17,24,Wednesday,False
20130425,2013-04-25,2013,2,4,April,Apr,2013-04,201304,17,25,Thursday,False
20130426,2013-04-26,2013,2,4,April,Apr,2013-04,201304,17,26,Friday,False
20130427,2013-04-27,2013,2,4,April,Apr,2013-04,201304,17,27,Saturday,True
20130428,2013-04-28,2013,2,4,April,Apr,2013-04,201304,17,28,Sunday,True
20130429,2013-04-29,2013,2,4,April,Apr,2013-04,201304,18,29,Monday,False
20130430,2013-04-30,2013,2,4,April,Apr,2013-04,201304,18,30,Tuesday,False
20130501,2013-05-01,2013,2,5,May,May,2013-05,201305,18,1,Wednesday,False
20130502,2013-05-02,2013,2,5,May,May,2013-05,201305,18,2,Thursday,False
20130503,2013-05-03,2013,2,5,May,May,2013-05,201305,18,3,Friday,False
20130504,2013-05-04,2013,2,5,May,May,2013-05,201305,18,4,Saturday,True
20130505,2013-05-05,2013,2,5,May,May,2013-05,201305,18,5,Sunday,True
20130506,2013-05-06,2013,2,5,May,May,2013-05,201305,19,6,Monday,False
20130507,2013-05-07,2013,2,5,May,May,2013-05,201305,19,7,Tuesday,False
20130508,2013-05-08,2013,2,5,May,May,2013-05,201305,19,8,Wednesday,False
20130509,2013-05-09,2013,2,5,May,May,2013-05,201305,19,9,Thursday,False
20130510,2013-05-10,2013,2,5,May,May,2013-05,201305,19,10,Friday,False
20130511,2013-05-11,2013,2,5,May,May,2013-05,201305,19,11,Saturday,True
20130512,2013-05-12,2013,2,5,May,May,2013-05,201305,19,12,Sunday,True
20130513,2013-05-13,2013,2,5,May,May,2013-05,201305,20,13,Monday,False
20130514,2013-05-14,2013,2,5,May,May,2013-05,201305,20,14,Tuesday,False
20130515,2013-05-15,2013,2,5,May,May,2013-05,201305,20,15,Wednesday,False
20130516,2013-05-16,2013,2,5,May,May,2013-05,201305,20,16,Thursday,False
20130517,2013-05-17,2013,2,5,May,May,2013-05,201305,20,17,Friday,False
20130518,2013-05-18,2013,2,5,May,May,2013-05,201305,20,18,Saturday,True
20130519,2013-05-19,2013,2,5,May,May,2013-05,201305,20,19,Sunday,True
20130520,2013-05-20,2013,2,5,May,May,2013-05,201305,21,20,Monday,False
20130521,2013-05-21,2013,2,5,May,May,2013-05,201305,21,21,Tuesday,False
20130522,2013-05-22,2013,2,5,May,May,2013-05,201305,21,22,Wednesday,False
20130523,2013-05-23,2013,2,5,May,May,2013-05,201305,21,23,Thursday,False
20130524,2013-05-24,2013,2,5,May,May,2013-05,201305,21,24,Friday,False
20130525,2013-05-25,2013,2,5,May,May,2013-05,201305,21,25,Saturday,True
20130526,2013-05-26,2013,2,5,May,May,2013-05,201305,21,26,Sunday,True
20130527,2013-05-27,2013,2,5,May,May,2013-05,201305,22,27,Monday,False
20130528,2013-05-28,2013,2,5,May,May,2013-05,201305,22,28,Tuesday,False
20130529,2013-05-29,2013,2,5,May,May,2013-05,201305,22,29,Wednesday,False
20130530,2013-05-30,2013,2,5,May,May,2013-05,201305,22,30,Thursday,False
20130531,2013-05-31,2013,2,5,May,May,2013-05,201305,22,31,Friday,False
20130601,2013-06-01,2013,2,6,June,Jun,2013-06,201306,22,1,Saturday,True
20130602,2013-06-02,2013,2,6,June,Jun,2013-06,201306,22,2,Sunday,True
20130603,2013-06-03,2013,2,6,June,Jun,2013-06,201306,23,3,Monday,False
20130604,2013-06-04,2013,2,6,June,Jun,2013-06,201306,23,4,Tuesday,False
20130605,2013-06-05,2013,2,6,June,Jun,2013-06,201306,23,5,Wednesday,False
20130606,2013-06-06,2013,2,6,June,Jun,2013-06,201306,23,6,Thursday,False
20130607,2013-06-07,2013,2,6,June,Jun,2013-06,201306,23,7,Friday,False
20130608,2013-06-08,2013,2,6,June,Jun,2013-06,201306,23,8,Saturday,True
20130609,2013-06-09,2013,2,6,June,Jun,2013-06,201306,23,9,Sunday,True
20130610,2013-06-10,2013,2,6,June,Jun,2013-06,201306,24,10,Monday,False
20130611,2013-06-11,2013,2,6,June,Jun,2013-06,201306,24,11,Tuesday,False
20130612,2013-06-12,2013,2,6,June,Jun,2013-06,201306,24,12,Wednesday,False
20130613,2013-06-13,2013,2,6,June,Jun,2013-06,201306,24,13,Thursday,False
20130614,2013-06-14,2013,2,6,June,Jun,2013-06,201306,24,14,Friday,False
20130615,2013-06-15,2013,2,6,June,Jun,2013-06,201306,24,15,Saturday,True
20130616,2013-06-16,2013,2,6,June,Jun,2013-06,201306,24,16,Sunday,True
20130617,2013-06-17,2013,2,6,June,Jun,2013-06,201306,25,17,Monday,False
20130618,2013-06-18,2013,2,6,June,Jun,2013-06,201306,25,18,Tuesday,False
20130619,2013-06-19,2013,2,6,June,Jun,2013-06,201306,25,19,Wednesday,False
20130620,2013-06-20,2013,2,6,June,Jun,2013-06,201306,25,20,Thursday,False
20130621,2013-06-21,2013,2,6,June,Jun,2013-06,201306,25,21,Friday,False
20130622,2013-06-22,2013,2,6,June,Jun,2013-06,201306,25,22,Saturday,True
20130623,2013-06-23,2013,2,6,June,Jun,2013-06,201306,25,23,Sunday,True
20130624,2013-06-24,2013,2,6,June,Jun,2013-06,201306,26,24,Monday,False
20130625,2013-06-25,2013,2,6,June,Jun,2013-06,201306,26,25,Tuesday,False
20130626,2013-06-26,2013,2,6,June,Jun,2013-06,201306,26,26,Wednesday,False
20130627,2013-06-27,2013,2,6,June,Jun,2013-06,201306,26,27,Thursday,False
20130628,2013-06-28,2013,2,6,June,Jun,2013-06,201306,26,28,Friday,False
20130629,2013-06-29,2013,2,6,June,Jun,2013-06,201306,26,29,Saturday,True
20130630,2013-06-30,2013,2,6,June,Jun,2013-06,201306,26,30,Sunday,True
20130701,2013-07-01,2013,3,7,July,Jul,2013-07,201307,27,1,Monday,False
20130702,2013-07-02,2013,3,7,July,Jul,2013-07,201307,27,2,Tuesday,False
20130703,2013-07-03,2013,3,7,July,Jul,2013-07,201307,27,3,Wednesday,False
20130704,2013-07-04,2013,3,7,July,Jul,2013-07,201307,27,4,Thursday,False
20130705,2013-07-05,2013,3,7,July,Jul,2013-07,201307,27,5,Friday,False
20130706,2013-07-06,2013,3,7,July,Jul,2013-07,201307,27,6,Saturday,True
20130707,2013-07-07,2013,3,7,July,Jul,2013-07,201307,27,7,Sunday,True
20130708,2013-07-08,2013,3,7,July,Jul,2013-07,201307,28,8,Monday,False
20130709,2013-07-09,2013,3,7,July,Jul,2013-07,201307,28,9,Tuesday,False
20130710,2013-07-10,2013,3,7,July,Jul,2013-07,201307,28,10,Wednesday,False
20130711,2013-07-11,2013,3,7,July,Jul,2013-07,201307,28,11,Thursday,False
20130712,2013-07-12,2013,3,7,July,Jul,2013-07,201307,28,12,Friday,False
20130713,2013-07-13,2013,3,7,July,Jul,2013-07,201307,28,13,Saturday,True
20130714,2013-07-14,2013,3,7,July,Jul,2013-07,201307,28,14,Sunday,True
20130715,2013-07-15,2013,3,7,July,Jul,2013-07,201307,29,15,Monday,False
20130716,2013-07-16,2013,3,7,July,Jul,2013-07,201307,29,16,Tuesday,False
20130717,2013-07-17,2013,3,7,July,Jul,2013-07,201307,29,17,Wednesday,False
20130718,2013-07-18,2013,3,7,July,Jul,2013-07,201307,29,18,Thursday,False
20130719,2013-07-19,2013,3,7,July,Jul,2013-07,201307,29,19,Friday,False
20130720,2013-07-20,2013,3,7,July,Jul,2013-07,201307,29,20,Saturday,True
20130721,2013-07-21,2013,3,7,July,Jul,2013-07,201307,29,21,Sunday,True
20130722,2013-07-22,2013,3,7,July,Jul,2013-07,201307,30,22,Monday,False
20130723,2013-07-23,2013,3,7,July,Jul,2013-07,201307,30,23,Tuesday,False
20130724,2013-07-24,2013,3,7,July,Jul,2013-07,201307,30,24,Wednesday,False
20130725,2013-07-25,2013,3,7,July,Jul,2013-07,201307,30,25,Thursday,False
20130726,2013-07-26,2013,3,7,July,Jul,2013-07,201307,30,26,Friday,False
20130727,2013-07-27,2013,3,7,July,Jul,2013-07,201307,30,27,Saturday,True
20130728,2013-07-28,2013,3,7,July,Jul,2013-07,201307,30,28,Sunday,True
20130729,2013-07-29,2013,3,7,July,Jul,2013-07,201307,31,29,Monday,False
20130730,2013-07-30,2013,3,7,July,Jul,2013-07,201307,31,30,Tuesday,False
20130731,2013-07-31,2013,3,7,July,Jul,2013-07,201307,31,31,Wednesday,False
20130801,2013-08-01,2013,3,8,August,Aug,2013-08,201308,31,1,Thursday,False
20130802,2013-08-02,2013,3,8,August,Aug,2013-08,201308,31,2,Friday,False
20130803,2013-08-03,2013,3,8,August,Aug,2013-08,201308,31,3,Saturday,True
20130804,2013-08-04,2013,3,8,August,Aug,2013-08,201308,31,4,Sunday,True
20130805,2013-08-05,2013,3,8,August,Aug,2013-08,201308,32,5,Monday,False
20130806,2013-08-06,2013,3,8,August,Aug,2013-08,201308,32,6,Tuesday,False
20130807,2013-08-07,2013,3,8,August,Aug,2013-08,201308,32,7,Wednesday,False
20130808,2013-08-08,2013,3,8,August,Aug,2013-08,201308,32,8,Thursday,False
20130809,2013-08-09,2013,3,8,August,Aug,2013-08,201308,32,9,Friday,False
20130810,2013-08-10,2013,3,8,August,Aug,2013-08,201308,32,10,Saturday,True
20130811,2013-08-11,2013,3,8,August,Aug,2013-08,201308,32,11,Sunday,True
20130812,2013-08-12,2013,3,8,August,Aug,2013-08,201308,33,12,Monday,False
20130813,2013-08-13,2013,3,8,August,Aug,2013-08,201308,33,13,Tuesday,False
20130814,2013-08-14,2013,3,8,August,Aug,2013-08,201308,33,14,Wednesday,False
20130815,2013-08-15,2013,3,8,August,Aug,2013-08,201308,33,15,Thursday,False
20130816,2013-08-16,2013,3,8,August,Aug,2013-08,201308,33,16,Friday,False
20130817,2013-08-17,2013,3,8,August,Aug,2013-08,201308,33,17,Saturday,True
20130818,2013-08-18,2013,3,8,August,Aug,2013-08,201308,33,18,Sunday,True
20130819,2013-08-19,2013,3,8,August,Aug,2013-08,201308,34,19,Monday,False
20130820,2013-08-20,2013,3,8,August,Aug,2013-08,201308,34,20,Tuesday,False
20130821,2013-08-21,2013,3,8,August,Aug,2013-08,201308,34,21,Wednesday,False
20130822,2013-08-22,2013,3,8,August,Aug,2013-08,201308,34,22,Thursday,False
20130823,2013-08-23,2013,3,8,August,Aug,2013-08,201308,34,23,Friday,False
20130824,2013-08-24,2013,3,8,August,Aug,2013-08,201308,34,24,Saturday,True
20130825,2013-08-25,2013,3,8,August,Aug,2013-08,201308,34,25,Sunday,True
20130826,2013-08-26,2013,3,8,August,Aug,2013-08,201308,35,26,Monday,False
20130827,2013-08-27,2013,3,8,August,Aug,2013-08,201308,35,27,Tuesday,False
20130828,2013-08-28,2013,3,8,August,Aug,2013-08,201308,35,28,Wednesday,False
20130829,2013-08-29,2013,3,8,August,Aug,2013-08,201308,35,29,Thursday,False
20130830,2013-08-30,2013,3,8,August,Aug,2013-08,201308,35,30,Friday,False
